Created,Product_ID,Source,Sales_Agent,Location,Delivery_Mode,Status
16-07-2018 00:06,19,Website,Sales-Agent-11,Chennai,Mode-5,Converted
15-07-2018 22:57,15,US Website,Sales-Agent-11,Other Locations,Mode-5,Just Enquiry
15-07-2018 21:45,1,Website,Sales-Agent-11,Chennai,Mode-5,In Progress Negative
15-07-2018 21:12,15,US Website,Sales-Agent-4,Other Locations,Mode-5,Junk Lead
15-07-2018 18:50,15,US Website,Sales-Agent-11,Other Locations,Mode-5,Just Enquiry
15-07-2018 18:22,15,Website,Sales-Agent-4,Pune,Mode-5,Not Responding
15-07-2018 18:21,18,Website,Sales-Agent-11,Mumbai,Mode-5,Junk Lead
15-07-2018 15:25,5,Live Chat-Direct,Sales-Agent-11,Other Locations,Mode-5,Just Enquiry
15-07-2018 14:26,15,US Website,Sales-Agent-11,Other Locations,Mode-5,Just Enquiry
15-07-2018 14:05,18,Live Chat-Direct,Sales-Agent-11,UAE,Mode-5,Just Enquiry
15-07-2018 13:31,18,Website,Sales-Agent-4,Delhi,Mode-3,In Progress Positive
15-07-2018 13:00,27,Live Chat-Direct,Sales-Agent-4,Hyderabad,Mode-5,Just Enquiry
15-07-2018 12:50,18,Live Chat-Direct,Sales-Agent-11,Delhi,Mode-5,Junk Lead
15-07-2018 12:40,18,Live Chat-Direct,Sales-Agent-4,UAE,Mode-5,Not Responding
15-07-2018 11:55,15,Live Chat-Direct,Sales-Agent-7,Bangalore,Mode-5,Junk Lead
15-07-2018 11:48,9,Website,Sales-Agent-4,Delhi,Mode-3,Junk Lead
15-07-2018 11:45,14,Live Chat-Direct,Sales-Agent-4,Other Locations,Mode-5,Junk Lead
15-07-2018 11:25,27,Live Chat-Direct,Sales-Agent-11,Chennai,Mode-5,Potential
15-07-2018 11:21,15,US Website,Sales-Agent-11,Other Locations,Mode-5,Just Enquiry
15-07-2018 10:45,5,Live Chat -PPC,Sales-Agent-11,Mumbai,Mode-5,Potential
15-07-2018 10:15,18,Live Chat-Direct,Sales-Agent-4,Chennai,Mode-5,Just Enquiry
15-07-2018 00:34,15,Website,Sales-Agent-11,Other Locations,Mode-5,Junk Lead
15-07-2018 00:34,15,US Website,Sales-Agent-11,Other Locations,Mode-5,Just Enquiry
15-07-2018 00:05,15,Live Chat-CPC,Sales-Agent-12,Bangalore,Mode-5,In Progress Negative
14-07-2018 20:48,15,US Website,Sales-Agent-4,Other Locations,Mode-5,Junk Lead
14-07-2018 18:48,15,Website,Sales-Agent-11,Mumbai,Mode-5,Junk Lead
14-07-2018 15:50,15,Live Chat-Blog,Sales-Agent-11,Other Locations,Mode-5,Not Responding
14-07-2018 15:10,9,Live Chat-Direct,Sales-Agent-11,Mumbai,Mode-5,Not Responding
14-07-2018 13:05,18,Call,Sales-Agent-11,Chennai,Mode-5,Long Term
14-07-2018 13:03,15,Call,Sales-Agent-7,Bangalore,Mode-1,Junk Lead
14-07-2018 13:02,14,Call,Sales-Agent-4,Other Locations,Mode-5,Junk Lead
14-07-2018 13:02,15,Call,Sales-Agent-11,Other Locations,Mode-5,Junk Lead
14-07-2018 13:01,15,Call,Sales-Agent-4,Other Locations,Mode-5,Junk Lead
14-07-2018 13:00,15,Call,Sales-Agent-11,Other Locations,Mode-5,Junk Lead
14-07-2018 12:47,9,Customer Referral,Sales-Agent-4,Bangalore,Mode-1,Converted
14-07-2018 12:25,27,Live Chat-Direct,Sales-Agent-11,Other Locations,Mode-5,Junk Lead
14-07-2018 12:05,18,Live Chat-Direct,Sales-Agent-4,Chennai,Mode-5,Just Enquiry
14-07-2018 11:01,19,Call,Sales-Agent-9,Bangalore,Mode-5,Converted
14-07-2018 10:53,15,Website,Sales-Agent-11,Other Locations,Mode-5,Junk Lead
14-07-2018 10:51,15,Call,Sales-Agent-4,Other Locations,Mode-5,Not Responding
14-07-2018 10:42,18,Call,Sales-Agent-11,Delhi,Mode-5,Junk Lead
14-07-2018 10:26,9,Call,Sales-Agent-12,Bangalore,Mode-1,Converted
14-07-2018 10:19,9,Call,Sales-Agent-4,Delhi,Mode-3,Junk Lead
14-07-2018 09:48,15,Call,Sales-Agent-11,Other Locations,Mode-5,Junk Lead
14-07-2018 09:48,18,Call,Sales-Agent-4,Chennai,Mode-1,In Progress Positive
14-07-2018 08:48,15,Website,Sales-Agent-11,Other Locations,Mode-1,Just Enquiry
13-07-2018 23:15,27,Website,Sales-Agent-11,Other Locations,Mode-5,Not Responding
13-07-2018 22:51,15,US Website,Sales-Agent-11,Other Locations,Mode-5,Junk Lead
13-07-2018 21:06,15,Website,Sales-Agent-11,Other Locations,Mode-5,Junk Lead
13-07-2018 19:59,12,Website,Sales-Agent-4,Other Locations,Mode-5,In Progress Positive
13-07-2018 19:10,20,Live Chat-Direct,Sales-Agent-4,Chennai,Mode-3,Converted
13-07-2018 18:50,10,Live Chat-Direct,Sales-Agent-4,Delhi,Mode-3,In Progress Negative
13-07-2018 18:45,15,Live Chat-Direct,Sales-Agent-4,Other Locations,Mode-5,Not Responding
13-07-2018 18:00,19,Live Chat -PPC,Sales-Agent-4,Mumbai,Mode-5,In Progress Positive
13-07-2018 17:55,10,Live Chat-Direct,Sales-Agent-11,Hyderabad,Mode-5,Junk Lead
13-07-2018 17:45,5,Website,Sales-Agent-4,Hyderabad,Mode-3,Long Term
13-07-2018 17:25,18,Live Chat-Direct,Sales-Agent-9,Bangalore,Mode-1,In Progress Positive
13-07-2018 17:20,18,Live Chat-Direct,Sales-Agent-11,Delhi,Mode-5,Junk Lead
13-07-2018 17:04,25,Call,Sales-Agent-2,Bangalore,Mode-1,LOST
13-07-2018 16:35,19,Live Chat-Direct,Sales-Agent-7,Bangalore,Mode-5,Junk Lead
13-07-2018 16:35,19,Live Chat-Direct,Sales-Agent-7,Bangalore,Mode-1,Long Term
13-07-2018 16:10,19,Customer Referral,Sales-Agent-9,Chennai,Mode-1,In Progress Positive
13-07-2018 15:35,18,Live Chat-Direct,Sales-Agent-11,Mumbai,Mode-5,Just Enquiry
13-07-2018 15:20,18,Live Chat-Direct,Sales-Agent-4,Other Locations,Mode-5,Long Term
13-07-2018 15:10,9,Call,Sales-Agent-12,Bangalore,Mode-1,Junk Lead
13-07-2018 15:05,15,Live Chat-Direct,Sales-Agent-11,Other Locations,Mode-5,Just Enquiry
13-07-2018 14:50,19,Live Chat-Direct,Sales-Agent-4,Chennai,Mode-3,Junk Lead
13-07-2018 14:50,10,Live Chat-Direct,Sales-Agent-11,Mumbai,Mode-5,Junk Lead
13-07-2018 14:02,9,Call,Sales-Agent-4,Bangalore,Mode-1,Long Term
13-07-2018 13:55,18,Live Chat-Direct,Sales-Agent-11,Bangalore,Mode-1,Long Term
13-07-2018 13:55,19,Live Chat-Direct,Sales-Agent-5,Other Locations,Mode-5,Junk Lead
13-07-2018 13:08,10,Call,Sales-Agent-7,Bangalore,Mode-1,In Progress Positive
13-07-2018 12:49,9,Website,Sales-Agent-3,Hyderabad,Mode-1,In Progress Negative
13-07-2018 12:35,9,Live Chat-Direct,Sales-Agent-11,Mumbai,Mode-5,Junk Lead
13-07-2018 12:20,5,Live Chat -PPC,Sales-Agent-4,Mumbai,Mode-3,Potential
13-07-2018 12:12,27,Call,Sales-Agent-4,Other Locations,Mode-3,Junk Lead
13-07-2018 12:10,9,Call,Sales-Agent-11,Pune,Mode-5,Junk Lead
13-07-2018 11:59,18,Other,Sales-Agent-3,Other Locations,Mode-3,Not Responding
13-07-2018 11:54,18,Customer Referral,Sales-Agent-3,Bangalore,Mode-3,Converted
13-07-2018 11:05,19,Website,Sales-Agent-5,Mumbai,Mode-3,LOST
13-07-2018 09:55,9,Call,Sales-Agent-5,Bangalore,Mode-4,Long Term
13-07-2018 09:53,15,Call,Sales-Agent-4,Other Locations,Mode-5,Junk Lead
13-07-2018 09:52,15,Call,Sales-Agent-5,Other Locations,Mode-5,Junk Lead
13-07-2018 08:38,19,Website,Sales-Agent-11,Delhi,Mode-5,In Progress Negative
13-07-2018 07:59,15,US Website,Sales-Agent-4,Other Locations,Mode-5,Junk Lead
13-07-2018 01:20,15,Website,Sales-Agent-4,Other Locations,Mode-5,Junk Lead
13-07-2018 00:49,15,US Website,Sales-Agent-5,Other Locations,Mode-5,Junk Lead
13-07-2018 00:21,19,Website,Sales-Agent-5,Other Locations,Mode-3,Converted
12-07-2018 19:55,27,Live Chat -PPC,Sales-Agent-5,Hyderabad,Mode-3,Converted
12-07-2018 19:40,1,Live Chat-Direct,Sales-Agent-5,Chennai,Mode-5,Not Responding
12-07-2018 19:05,18,Live Chat-Direct,Sales-Agent-4,Hyderabad,Mode-5,Just Enquiry
12-07-2018 18:55,18,Live Chat-Direct,Sales-Agent-11,UAE,Mode-5,Just Enquiry
12-07-2018 18:12,1,Website,Sales-Agent-9,Bangalore,Mode-5,Not Responding
12-07-2018 18:01,15,Website,Sales-Agent-11,Other Locations,Mode-5,Junk Lead
12-07-2018 17:44,15,Website,Sales-Agent-11,Other Locations,Mode-5,Just Enquiry
12-07-2018 17:05,2,Live Chat-Direct,Sales-Agent-5,Chennai,Mode-3,LOST
12-07-2018 16:35,18,Live Chat-Direct,Sales-Agent-4,Chennai,Mode-5,LOST
12-07-2018 16:25,9,Live Chat-Direct,Sales-Agent-9,Bangalore,Mode-1,LOST
12-07-2018 16:23,18,Call,Sales-Agent-5,Chennai,Mode-3,Junk Lead
12-07-2018 15:45,9,Live Chat-Direct,Sales-Agent-9,Bangalore,Mode-1,In Progress Positive
12-07-2018 15:25,21,Live Chat-Direct,Sales-Agent-4,Mumbai,Mode-5,In Progress Positive
12-07-2018 14:38,20,Call,Sales-Agent-5,Hyderabad,Mode-3,Junk Lead
12-07-2018 14:25,18,Live Chat-Direct,Sales-Agent-5,Other Locations,Mode-3,Potential
12-07-2018 13:45,18,Live Chat -PPC,Sales-Agent-3,Bangalore,Mode-1,Converted
12-07-2018 13:45,10,Live Chat-Direct,Sales-Agent-3,Bangalore,Mode-1,Long Term
12-07-2018 13:30,9,Website,Sales-Agent-5,Other Locations,Mode-1,Potential
12-07-2018 13:25,15,Live Chat-Direct,Sales-Agent-4,Other Locations,Mode-5,Not Responding
12-07-2018 12:48,27,Customer Referral,Sales-Agent-12,Bangalore,Mode-5,Converted
12-07-2018 12:25,19,Live Chat-Direct,Sales-Agent-11,Hyderabad,Mode-5,Potential
12-07-2018 12:08,19,Customer Referral,Sales-Agent-9,Bangalore,Mode-1,Converted
12-07-2018 11:45,27,Live Chat-Direct,Sales-Agent-7,Bangalore,Mode-5,Just Enquiry
12-07-2018 10:45,18,Live Chat-Direct,Sales-Agent-4,Mumbai,Mode-5,Not Responding
12-07-2018 10:30,25,Live Chat-Direct,Sales-Agent-5,USA,Mode-5,Not Responding
12-07-2018 10:09,15,Call,Sales-Agent-2,Other Locations,Mode-1,Junk Lead
12-07-2018 09:55,1,Live Chat-Direct,Sales-Agent-5,Hyderabad,Mode-1,Just Enquiry
12-07-2018 09:30,15,Live Chat-CPC,Sales-Agent-5,Other Locations,Mode-5,Just Enquiry
12-07-2018 09:20,18,Live Chat -PPC,Sales-Agent-12,Bangalore,Mode-5,Junk Lead
12-07-2018 03:07,15,Website,Sales-Agent-4,Other Locations,Mode-5,Junk Lead
12-07-2018 02:35,18,Live Chat-Direct,Sales-Agent-4,Other Locations,Mode-3,In Progress Positive
12-07-2018 01:41,15,Website,Sales-Agent-4,Other Locations,Mode-5,Junk Lead
12-07-2018 00:54,18,Website,Sales-Agent-5,Bangalore,Mode-3,LOST
11-07-2018 23:35,19,Live Chat-Direct,Sales-Agent-5,Chennai,Mode-1,Converted
11-07-2018 23:15,15,Website,Sales-Agent-4,Other Locations,Mode-5,Junk Lead
11-07-2018 22:25,9,Live Chat-Blog,Sales-Agent-5,Other Locations,Mode-5,Not Responding
11-07-2018 22:24,15,Website,Sales-Agent-4,Other Locations,Mode-5,Not Responding
11-07-2018 21:31,15,US Website,Sales-Agent-5,Other Locations,Mode-5,Junk Lead
11-07-2018 21:10,27,Live Chat-Direct,Sales-Agent-9,Bangalore,Mode-5,Not Responding
11-07-2018 21:08,15,Website,Sales-Agent-4,Other Locations,Mode-5,Not Responding
11-07-2018 20:49,15,Website,Sales-Agent-5,Other Locations,Mode-5,Not Responding
11-07-2018 19:57,18,Website,Sales-Agent-5,Bangalore,Mode-5,Junk Lead
11-07-2018 19:28,27,Call,Sales-Agent-2,Bangalore,Mode-1,Long Term
11-07-2018 18:49,19,Website,Sales-Agent-7,Bangalore,Mode-1,Junk Lead
11-07-2018 18:34,20,E-mail Campaign,Sales-Agent-12,Chennai,Mode-3,Converted
11-07-2018 18:30,9,Customer Referral,Sales-Agent-12,Bangalore,Mode-1,In Progress Negative
11-07-2018 18:15,9,Call,Sales-Agent-4,Delhi,Mode-5,Just Enquiry
11-07-2018 18:05,25,Live Chat-Direct,Sales-Agent-4,Mumbai,Mode-5,In Progress Positive
11-07-2018 17:35,9,Live Chat-Direct,Sales-Agent-4,Mumbai,Mode-5,Junk Lead
11-07-2018 17:25,27,Live Chat -PPC,Sales-Agent-4,Other Locations,Mode-5,In Progress Positive
11-07-2018 16:58,27,Call,Sales-Agent-4,Chennai,Mode-3,In Progress Positive
11-07-2018 16:57,19,Call,Sales-Agent-2,Bangalore,Mode-1,Long Term
11-07-2018 16:35,18,Live Chat-Direct,Sales-Agent-4,USA,Mode-5,Long Term
11-07-2018 15:30,27,Live Chat-Direct,Sales-Agent-5,Delhi,Mode-3,In Progress Negative
11-07-2018 15:27,15,Website,Sales-Agent-5,Other Locations,Mode-5,Junk Lead
11-07-2018 14:56,27,Website,Sales-Agent-4,Bangalore,Mode-3,Potential
11-07-2018 14:47,15,US Website,Sales-Agent-4,Other Locations,Mode-5,Not Responding
11-07-2018 14:40,27,Live Chat -PPC,Sales-Agent-4,UAE,Mode-5,Not Responding
11-07-2018 14:29,15,Call,Sales-Agent-5,Other Locations,Mode-5,Junk Lead
11-07-2018 14:27,15,Call,Sales-Agent-5,Other Locations,Mode-5,Not Responding
11-07-2018 14:26,18,Call,Sales-Agent-5,Pune,Mode-3,Long Term
11-07-2018 14:26,19,Call,Sales-Agent-12,Bangalore,Mode-5,Converted
11-07-2018 14:25,18,Call,Sales-Agent-7,Bangalore,Mode-5,Not Responding
11-07-2018 14:22,15,Call,Sales-Agent-11,Other Locations,Mode-5,Not Responding
11-07-2018 14:20,19,Live Chat-Blog,Sales-Agent-5,Delhi,Mode-3,Junk Lead
11-07-2018 14:14,15,Call,Sales-Agent-4,Other Locations,Mode-5,Not Responding
11-07-2018 14:14,15,Call,Sales-Agent-5,Other Locations,Mode-5,Junk Lead
11-07-2018 13:04,9,Call,Sales-Agent-9,Bangalore,Mode-1,In Progress Positive
11-07-2018 12:53,19,By Recommendation,Sales-Agent-2,Bangalore,Mode-1,Converted
11-07-2018 12:35,15,Live Chat-Blog,Sales-Agent-5,Mumbai,Mode-5,Junk Lead
11-07-2018 12:00,19,Live Chat-Direct,Sales-Agent-8,Other Locations,Mode-3,Converted
11-07-2018 11:56,19,Website,Sales-Agent-5,Bangalore,Mode-3,Junk Lead
11-07-2018 11:25,27,Live Chat-CPC,Sales-Agent-5,Pune,Mode-3,Junk Lead
11-07-2018 11:20,19,Live Chat-Direct,Sales-Agent-9,Bangalore,Mode-1,Not Responding
11-07-2018 10:50,18,Live Chat-Direct,Sales-Agent-4,Chennai,Mode-5,In Progress Negative
11-07-2018 10:45,15,Live Chat-Blog,Sales-Agent-5,Other Locations,Mode-5,Junk Lead
11-07-2018 10:34,15,Call,Sales-Agent-4,Other Locations,Mode-5,Not Responding
11-07-2018 10:33,9,Call,Sales-Agent-5,Other Locations,Mode-4,LOST
11-07-2018 10:32,15,Call,Sales-Agent-11,Other Locations,Mode-5,Potential
11-07-2018 10:31,19,Call,Sales-Agent-4,Chennai,Mode-3,Junk Lead
11-07-2018 10:31,19,Call,Sales-Agent-3,Bangalore,Mode-5,In Progress Positive
11-07-2018 10:30,15,Call,Sales-Agent-4,Other Locations,Mode-5,Junk Lead
11-07-2018 10:30,19,Call,Sales-Agent-5,Bangalore,Mode-3,Converted
11-07-2018 10:30,5,Call,Sales-Agent-2,Bangalore,Mode-5,Junk Lead
11-07-2018 10:29,9,Call,Sales-Agent-5,Hyderabad,Mode-3,LOST
11-07-2018 10:09,15,Call,Sales-Agent-8,Other Locations,Mode-5,Junk Lead
11-07-2018 10:07,14,Call,Sales-Agent-4,Other Locations,Mode-5,Junk Lead
11-07-2018 10:04,18,Call,Sales-Agent-5,Hyderabad,Mode-3,Junk Lead
11-07-2018 10:03,15,Call,Sales-Agent-4,Other Locations,Mode-5,Junk Lead
11-07-2018 09:43,18,Website,Sales-Agent-4,Chennai,Mode-5,Just Enquiry
11-07-2018 09:35,19,Live Chat-Blog,Sales-Agent-4,Mumbai,Mode-5,In Progress Positive
11-07-2018 02:10,19,Live Chat-Direct,Sales-Agent-9,Bangalore,Mode-5,In Progress Positive
10-07-2018 23:25,18,Website,Sales-Agent-9,Bangalore,Mode-5,Long Term
10-07-2018 21:22,19,Website,Sales-Agent-5,Pune,Mode-5,LOST
10-07-2018 19:50,19,Live Chat-Direct,Sales-Agent-5,UK,Mode-5,Junk Lead
10-07-2018 19:05,18,Website,Sales-Agent-4,Chennai,Mode-1,LOST
10-07-2018 18:49,2,Call,Sales-Agent-4,Chennai,Mode-1,Long Term
10-07-2018 18:20,19,Live Chat-Google Organic,Sales-Agent-5,UK,Mode-3,Potential
10-07-2018 18:19,10,Existing Customer,Sales-Agent-3,Bangalore,Mode-1,In Progress Positive
10-07-2018 18:00,27,Website,Sales-Agent-5,Hyderabad,Mode-3,Just Enquiry
10-07-2018 17:50,19,Live Chat-Google Organic,Sales-Agent-4,Chennai,Mode-3,Potential
10-07-2018 17:40,18,Live Chat-Google Organic,Sales-Agent-2,Bangalore,Mode-1,Converted
10-07-2018 17:15,18,Live Chat-Google Organic,Sales-Agent-4,Chennai,Mode-3,Just Enquiry
10-07-2018 16:55,5,Website,Sales-Agent-4,Bangalore,Mode-3,Converted
10-07-2018 16:49,27,Website,Sales-Agent-4,Hyderabad,Mode-3,In Progress Positive
10-07-2018 16:35,19,Live Chat-Google Organic,Sales-Agent-4,Bangalore,Mode-3,Converted
10-07-2018 16:20,2,Live Chat-Google Organic,Sales-Agent-4,Mumbai,Mode-3,Junk Lead
10-07-2018 16:15,9,Live Chat-Google Organic,Sales-Agent-4,Delhi,Mode-3,Junk Lead
10-07-2018 16:10,27,Live Chat -PPC,Sales-Agent-5,Hyderabad,Mode-3,In Progress Negative
10-07-2018 15:52,18,Call,Sales-Agent-5,Bangalore,Mode-3,Converted
10-07-2018 15:45,5,Live Chat -PPC,Sales-Agent-3,Bangalore,Mode-1,Long Term
10-07-2018 15:20,18,Live Chat-Google Organic,Sales-Agent-3,Chennai,Mode-1,In Progress Positive
10-07-2018 14:45,18,Live Chat-Google Organic,Sales-Agent-9,Bangalore,Mode-1,Long Term
10-07-2018 14:45,19,Live Chat-Google Organic,Sales-Agent-5,Mumbai,Mode-3,LOST
10-07-2018 14:40,19,Customer Referral,Sales-Agent-12,Bangalore,Mode-5,Junk Lead
10-07-2018 14:35,18,Live Chat-Google Organic,Sales-Agent-4,Singapore,Mode-3,Just Enquiry
10-07-2018 12:36,5,Live Chat -PPC,Sales-Agent-9,Bangalore,Mode-1,Junk Lead
10-07-2018 12:19,18,Website,Sales-Agent-4,Other Locations,Mode-3,Not Responding
10-07-2018 12:16,10,Existing Client,Sales-Agent-9,Bangalore,Mode-1,Converted
10-07-2018 12:05,19,Live Chat-Google Organic,Sales-Agent-12,Bangalore,Mode-1,Converted
10-07-2018 12:00,27,Live Chat-Google Organic,Sales-Agent-2,Bangalore,Mode-1,Junk Lead
10-07-2018 12:00,27,Live Chat-Google Organic,Sales-Agent-4,Trivandrum,Mode-3,Not Responding
10-07-2018 11:31,19,Call,Sales-Agent-2,Bangalore,Mode-1,Converted
10-07-2018 11:30,1,Live Chat-Blog,Sales-Agent-5,Other Locations,Mode-3,In Progress Negative
10-07-2018 11:14,19,Customer Referral,Sales-Agent-9,Bangalore,Mode-1,Converted
10-07-2018 10:55,1,Live Chat-Google Organic,Sales-Agent-3,Bangalore,Mode-1,Junk Lead
10-07-2018 10:44,15,Website,Sales-Agent-4,Other Locations,Mode-3,Not Responding
10-07-2018 10:34,1,Website,Sales-Agent-5,Trivandrum,Mode-3,Junk Lead
10-07-2018 10:17,19,Customer Referral,Sales-Agent-9,Bangalore,Mode-1,Converted
10-07-2018 10:15,19,Customer Referral,Sales-Agent-9,Bangalore,Mode-1,Converted
09-07-2018 22:37,19,Website,Sales-Agent-5,Other Locations,Mode-3,Converted
09-07-2018 20:40,19,Live Chat-Google Organic,Sales-Agent-4,Chennai,Mode-3,Not Responding
09-07-2018 20:40,1,Live Chat-Google Organic,Sales-Agent-5,Chennai,Mode-3,Just Enquiry
09-07-2018 19:45,9,Live Chat-Google Organic,Sales-Agent-4,Hyderabad,Mode-3,Just Enquiry
09-07-2018 19:35,9,Live Chat-Google Organic,Sales-Agent-5,Delhi,Mode-3,Junk Lead
09-07-2018 19:10,10,Customer Referral,Sales-Agent-3,Bangalore,Mode-4,In Progress Positive
09-07-2018 18:55,2,Live Chat-Google Organic,Sales-Agent-12,Bangalore,Mode-1,Junk Lead
09-07-2018 18:50,5,Live Chat-Google Organic,Sales-Agent-2,Bangalore,Mode-3,LOST
09-07-2018 17:15,18,Live Chat -PPC,Sales-Agent-11,USA,Mode-5,Potential
09-07-2018 17:09,25,Call,Sales-Agent-3,Bangalore,Mode-1,In Progress Negative
09-07-2018 16:55,19,Live Chat-Direct,Sales-Agent-4,Other Locations,Mode-5,Not Responding
09-07-2018 16:55,19,Live Chat-Direct,Sales-Agent-11,Bangalore,Mode-1,Long Term
09-07-2018 16:51,10,Customer Referral,Sales-Agent-3,Bangalore,Mode-4,Converted
09-07-2018 16:50,19,Call,Sales-Agent-9,Bangalore,Mode-1,Converted
09-07-2018 16:45,9,Live Chat-Blog,Sales-Agent-3,Bangalore,Mode-1,Junk Lead
09-07-2018 16:05,9,Call,Sales-Agent-2,Bangalore,Mode-1,Junk Lead
09-07-2018 15:50,20,Live Chat-Direct,Sales-Agent-4,UK,Mode-5,Converted
09-07-2018 15:10,18,Live Chat-Blog,Sales-Agent-5,Mumbai,Mode-3,Just Enquiry
09-07-2018 14:22,9,Customer Referral,Sales-Agent-9,Bangalore,Mode-1,Converted
09-07-2018 14:05,20,Live Chat-Direct,Sales-Agent-4,Other Locations,Mode-5,Not Responding
09-07-2018 13:35,1,Live Chat-Direct,Sales-Agent-5,Chennai,Mode-5,Junk Lead
09-07-2018 13:08,19,Call,Sales-Agent-9,Bangalore,Mode-5,Just Enquiry
09-07-2018 13:00,18,Live Chat-Direct,Sales-Agent-5,Hyderabad,Mode-5,Not Responding
09-07-2018 12:52,15,Call,Sales-Agent-5,Other Locations,Mode-5,Not Responding
09-07-2018 12:35,15,Live Chat-Direct,Sales-Agent-7,Bangalore,Mode-1,Junk Lead
09-07-2018 12:30,18,Live Chat-Direct,Sales-Agent-11,Chennai,Mode-5,Potential
09-07-2018 12:30,1,Live Chat-Direct,Sales-Agent-4,Hyderabad,Mode-5,Junk Lead
09-07-2018 12:25,19,Live Chat-Direct,Sales-Agent-5,Other Locations,Mode-3,Converted
09-07-2018 12:19,15,Call,Sales-Agent-5,Other Locations,Mode-5,Junk Lead
09-07-2018 12:15,27,Live Chat-Direct,Sales-Agent-4,UAE,Mode-3,Converted
09-07-2018 11:50,18,Live Chat-Direct,Sales-Agent-4,Singapore,Mode-5,Long Term
09-07-2018 11:45,10,Call,Sales-Agent-3,Bangalore,Mode-5,In Progress Negative
09-07-2018 11:40,19,Live Chat-Direct,Sales-Agent-5,Delhi,Mode-3,LOST
09-07-2018 11:25,10,Live Chat-Direct,Sales-Agent-4,Bangalore,Mode-5,Converted
09-07-2018 11:20,5,Live Chat-Direct,Sales-Agent-4,Hyderabad,Mode-5,LOST
09-07-2018 11:17,9,Customer Referral,Sales-Agent-4,Bangalore,Mode-1,In Progress Positive
09-07-2018 11:16,5,Call,Sales-Agent-12,Bangalore,Mode-5,Junk Lead
09-07-2018 11:10,15,Call,Sales-Agent-11,Other Locations,Mode-5,Potential
09-07-2018 11:10,15,Call,Sales-Agent-5,Other Locations,Mode-5,Junk Lead
09-07-2018 11:09,14,Call,Sales-Agent-4,Other Locations,Mode-5,Junk Lead
09-07-2018 11:00,15,Live Chat-CPC,Sales-Agent-4,Other Locations,Mode-5,In Progress Negative
09-07-2018 10:49,19,Call,Sales-Agent-11,Pune,Mode-5,Potential
09-07-2018 10:47,19,Call,Sales-Agent-11,Hyderabad,Mode-5,Long Term
09-07-2018 07:34,18,Website,Sales-Agent-5,Hyderabad,Mode-5,In Progress Negative
09-07-2018 04:34,15,Website,Sales-Agent-11,Other Locations,Mode-5,Junk Lead
09-07-2018 04:14,15,Website,Sales-Agent-5,Other Locations,Mode-5,Not Responding
08-07-2018 19:36,18,Website,Sales-Agent-5,Chennai,Mode-5,In Progress Negative
08-07-2018 19:35,15,Website,Sales-Agent-4,Other Locations,Mode-5,Junk Lead
08-07-2018 18:19,27,Website,Sales-Agent-4,Chennai,Mode-5,In Progress Positive
08-07-2018 17:55,27,Live Chat -PPC,Sales-Agent-2,Bangalore,Mode-1,Long Term
08-07-2018 17:10,18,Live Chat-Blog,Sales-Agent-11,Kolkata,Mode-5,Junk Lead
08-07-2018 16:28,18,Website,Sales-Agent-12,Bangalore,Mode-5,In Progress Negative
08-07-2018 16:25,27,Live Chat-Direct,Sales-Agent-4,Chennai,Mode-3,Junk Lead
08-07-2018 12:15,15,Website,Sales-Agent-11,Other Locations,Mode-5,Junk Lead
08-07-2018 11:51,5,Call,Sales-Agent-5,Bangalore,Mode-3,Potential
08-07-2018 11:40,18,Live Chat-Direct,Sales-Agent-11,Mumbai,Mode-5,In Progress Negative
08-07-2018 10:40,15,Live Chat-Direct,Sales-Agent-5,Other Locations,Mode-5,Junk Lead
08-07-2018 09:33,27,Website,Sales-Agent-4,Chennai,Mode-5,In Progress Positive
08-07-2018 01:40,18,Live Chat-Direct,Sales-Agent-5,Mumbai,Mode-5,Just Enquiry
07-07-2018 17:05,15,Live Chat-Direct,Sales-Agent-11,Mumbai,Mode-5,Not Responding
07-07-2018 17:00,18,Live Chat-CPC,Sales-Agent-4,Delhi,Mode-1,Long Term
07-07-2018 16:42,9,Call,Sales-Agent-11,Delhi,Mode-5,Junk Lead
07-07-2018 16:25,18,Live Chat-Direct,Sales-Agent-11,Other Locations,Mode-5,Just Enquiry
07-07-2018 16:24,19,Call,Sales-Agent-11,Malaysia,Mode-5,Converted
07-07-2018 15:40,9,Live Chat-Direct,Sales-Agent-12,Bangalore,Mode-1,Junk Lead
07-07-2018 13:50,18,Live Chat-Direct,Sales-Agent-7,Bangalore,Mode-1,Long Term
07-07-2018 13:36,15,Website,Sales-Agent-4,Other Locations,Mode-5,Junk Lead
07-07-2018 13:25,27,Live Chat-Direct,Sales-Agent-4,Chennai,Mode-5,Potential
07-07-2018 13:05,18,Live Chat-Direct,Sales-Agent-11,Mumbai,Mode-5,Junk Lead
07-07-2018 13:00,18,Live Chat-Direct,Sales-Agent-7,Bangalore,Mode-1,LOST
07-07-2018 12:40,19,Live Chat-Direct,Sales-Agent-11,Singapore,Mode-5,Junk Lead
07-07-2018 12:20,19,Live Chat-Direct,Sales-Agent-4,Pune,Mode-3,Junk Lead
07-07-2018 12:05,18,Live Chat-Direct,Sales-Agent-4,Chennai,Mode-5,LOST
07-07-2018 12:03,5,Website,Sales-Agent-4,Other Locations,Mode-3,Long Term
